<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.IBM,1,20200715,140600,122.9500000,123.0000000,122.9500000,123.0000000,400
US1.IBM,1,20200715,140700,122.9600000,122.9900000,122.9600000,122.9700000,500
US1.IBM,1,20200715,140900,122.8600000,122.8600000,122.8600000,122.8600000,200
US1.IBM,1,20200715,141000,122.8400000,122.8400000,122.8200000,122.8200000,400
US1.IBM,1,20200715,141100,122.8700000,122.9100000,122.8700000,122.8700000,700
US1.IBM,1,20200715,141200,122.8800000,122.8800000,122.8800000,122.8800000,100
US1.IBM,1,20200715,141400,122.8600000,122.8600000,122.8600000,122.8600000,101
US1.IBM,1,20200715,141600,122.8400000,122.8400000,122.8000000,122.8000000,400
US1.IBM,1,20200715,141700,122.7900000,122.7900000,122.7900000,122.7900000,100
US1.IBM,1,20200715,141800,122.8300000,122.8700000,122.8300000,122.8500000,500
US1.IBM,1,20200715,141900,122.8600000,122.8900000,122.8500000,122.8500000,500
US1.IBM,1,20200715,142000,122.8400000,122.8400000,122.8300000,122.8300000,300
US1.IBM,1,20200715,142100,122.7400000,122.8100000,122.7400000,122.8100000,700
US1.IBM,1,20200715,142300,122.7400000,122.7600000,122.7400000,122.7600000,227
US1.IBM,1,20200715,142400,122.7700000,122.7700000,122.7700000,122.7700000,100
US1.IBM,1,20200715,142600,122.7400000,122.7800000,122.7400000,122.7800000,300
US1.IBM,1,20200715,142700,122.7600000,122.7600000,122.7000000,122.7200000,400
US1.IBM,1,20200715,142800,122.7900000,122.7950000,122.7750000,122.7750000,980
US1.IBM,1,20200715,142900,122.7900000,122.8300000,122.7900000,122.8300000,900
US1.IBM,1,20200715,143000,122.8000000,122.8000000,122.8000000,122.8000000,100
US1.IBM,1,20200715,143100,122.7700000,122.8150000,122.7700000,122.8050000,1015
US1.IBM,1,20200715,143200,122.8350000,122.8350000,122.8300000,122.8300000,200
US1.IBM,1,20200715,143300,122.8500000,122.8800000,122.8500000,122.8800000,300
US1.IBM,1,20200715,143400,122.8800000,122.9500000,122.8800000,122.9400000,1000
US1.IBM,1,20200715,143500,122.9000000,122.9000000,122.9000000,122.9000000,100
US1.IBM,1,20200715,143600,122.8700000,122.8700000,122.8700000,122.8700000,100
US1.IBM,1,20200715,143700,122.8300000,122.8300000,122.8100000,122.8300000,1000
US1.IBM,1,20200715,143900,122.8200000,122.8400000,122.8200000,122.8400000,200
US1.IBM,1,20200715,144000,122.8600000,122.8600000,122.8600000,122.8600000,100
US1.IBM,1,20200715,144100,122.8900000,122.9200000,122.8900000,122.9100000,500
US1.IBM,1,20200715,144200,122.9300000,122.9400000,122.9250000,122.9400000,400
US1.IBM,1,20200715,144300,122.9200000,122.9300000,122.8900000,122.8900000,300
US1.IBM,1,20200715,144400,122.8600000,122.8600000,122.8600000,122.8600000,100
US1.IBM,1,20200715,144500,122.8400000,122.8400000,122.8100000,122.8100000,300
US1.IBM,1,20200715,144600,122.7750000,122.7750000,122.7600000,122.7700000,469
US1.IBM,1,20200715,144700,122.8450000,122.8500000,122.8450000,122.8500000,338
US1.IBM,1,20200715,144800,122.7850000,122.8600000,122.7850000,122.8600000,800
US1.IBM,1,20200715,144900,122.8600000,122.8600000,122.8600000,122.8600000,100
US1.IBM,1,20200715,145000,122.9100000,122.9100000,122.8900000,122.8900000,200
US1.IBM,1,20200715,145100,122.8700000,122.8700000,122.8700000,122.8700000,400
US1.IBM,1,20200715,145300,122.8600000,122.8800000,122.8600000,122.8800000,300
US1.IBM,1,20200715,145400,122.7700000,122.7700000,122.7200000,122.7500000,600
US1.IBM,1,20200715,145500,122.7600000,122.7600000,122.6300000,122.6300000,750
US1.IBM,1,20200715,145600,122.6100000,122.6100000,122.5600000,122.5900000,500
US1.IBM,1,20200715,145700,122.6800000,122.6800000,122.6100000,122.6100000,699
US1.IBM,1,20200715,145800,122.5800000,122.5900000,122.5800000,122.5900000,400
US1.IBM,1,20200715,145900,122.5900000,122.5900000,122.5900000,122.5900000,100
US1.IBM,1,20200715,150000,122.5300000,122.5300000,122.4700000,122.4900000,333
US1.IBM,1,20200715,150100,122.4400000,122.5700000,122.4400000,122.5700000,600
US1.IBM,1,20200715,150200,122.5900000,122.6000000,122.5600000,122.5900000,849
US1.IBM,1,20200715,150300,122.6300000,122.6500000,122.5600000,122.6200000,1400
US1.IBM,1,20200715,150400,122.6500000,122.6500000,122.6500000,122.6500000,200
US1.IBM,1,20200715,150500,122.6300000,122.6300000,122.5700000,122.5700000,1000
US1.IBM,1,20200715,150600,122.5700000,122.5700000,122.4400000,122.4500000,1200
US1.IBM,1,20200715,150700,122.4100000,122.5100000,122.4100000,122.5100000,883
US1.IBM,1,20200715,150800,122.4950000,122.4950000,122.4500000,122.4500000,300
US1.IBM,1,20200715,150900,122.4800000,122.5000000,122.4800000,122.5000000,200
US1.IBM,1,20200715,151000,122.4700000,122.4900000,122.4700000,122.4900000,400
US1.IBM,1,20200715,151100,122.4300000,122.4400000,122.3500000,122.3500000,700
US1.IBM,1,20200715,151200,122.3750000,122.3750000,122.3200000,122.3300000,500
US1.IBM,1,20200715,151300,122.4300000,122.4600000,122.4300000,122.4600000,500
US1.IBM,1,20200715,151400,122.3700000,122.3700000,122.3700000,122.3700000,100
US1.IBM,1,20200715,151500,122.3900000,122.4300000,122.3900000,122.4000000,300
US1.IBM,1,20200715,151600,122.3600000,122.4100000,122.2700000,122.3200000,832
US1.IBM,1,20200715,151700,122.3000000,122.3500000,122.3000000,122.3500000,500
US1.IBM,1,20200715,151800,122.4100000,122.4700000,122.4100000,122.4700000,300
US1.IBM,1,20200715,151900,122.4800000,122.5100000,122.4800000,122.5100000,300
US1.IBM,1,20200715,152000,122.5100000,122.5700000,122.5100000,122.5700000,800
US1.IBM,1,20200715,152100,122.5500000,122.5500000,122.5500000,122.5500000,100
US1.IBM,1,20200715,152200,122.5600000,122.6000000,122.5600000,122.6000000,300
US1.IBM,1,20200715,152300,122.6200000,122.6200000,122.6200000,122.6200000,100
US1.IBM,1,20200715,152400,122.6400000,122.6400000,122.5900000,122.6200000,700
US1.IBM,1,20200715,152500,122.6200000,122.6700000,122.5900000,122.6700000,1600
US1.IBM,1,20200715,152600,122.6500000,122.6600000,122.6200000,122.6200000,300
US1.IBM,1,20200715,152700,122.5700000,122.6200000,122.5700000,122.6200000,617
US1.IBM,1,20200715,152800,122.6200000,122.6800000,122.6200000,122.6800000,900
US1.IBM,1,20200715,152900,122.7700000,122.8000000,122.7400000,122.8000000,600
US1.IBM,1,20200715,153000,122.8200000,122.8200000,122.7500000,122.7600000,942
US1.IBM,1,20200715,153100,122.7500000,122.9000000,122.7000000,122.9000000,1700
US1.IBM,1,20200715,153200,122.9050000,122.9050000,122.8400000,122.8600000,700
US1.IBM,1,20200715,153300,122.9000000,122.9000000,122.8100000,122.8100000,600
US1.IBM,1,20200715,153400,122.8400000,122.8600000,122.8400000,122.8400000,400
US1.IBM,1,20200715,153500,122.9300000,122.9300000,122.9200000,122.9300000,300
US1.IBM,1,20200715,153600,122.9100000,122.9200000,122.8900000,122.9200000,500
US1.IBM,1,20200715,153700,122.9400000,123.0100000,122.9400000,123.0100000,800
US1.IBM,1,20200715,153800,122.9700000,123.0400000,122.9700000,123.0200000,700
US1.IBM,1,20200715,153900,123.0000000,123.0000000,122.9700000,122.9800000,400
US1.IBM,1,20200715,154000,122.9600000,122.9800000,122.9300000,122.9800000,700
US1.IBM,1,20200715,154100,122.9000000,122.9000000,122.8500000,122.8500000,2234
US1.IBM,1,20200715,154200,122.9300000,122.9300000,122.9000000,122.9000000,1300
US1.IBM,1,20200715,154300,122.9200000,122.9200000,122.8900000,122.9100000,1038
US1.IBM,1,20200715,154400,122.9500000,123.0200000,122.9500000,123.0200000,1400
US1.IBM,1,20200715,154500,122.9800000,123.0200000,122.9800000,122.9900000,600
US1.IBM,1,20200715,154600,123.0000000,123.0000000,122.9400000,122.9600000,1000
US1.IBM,1,20200715,154700,122.9600000,123.1300000,122.9600000,123.1300000,1100
US1.IBM,1,20200715,154800,123.1200000,123.1500000,123.1200000,123.1200000,800
US1.IBM,1,20200715,154900,123.1500000,123.1900000,123.1500000,123.1800000,1140
US1.IBM,1,20200715,155000,123.1500000,123.2600000,123.1500000,123.2400000,2028
US1.IBM,1,20200715,155100,123.2800000,123.3000000,123.0500000,123.0500000,2505
US1.IBM,1,20200715,155200,122.9500000,122.9600000,122.9100000,122.9600000,700
US1.IBM,1,20200715,155300,122.9700000,123.0000000,122.8800000,122.8800000,1630
US1.IBM,1,20200715,155400,122.9100000,122.9200000,122.8600000,122.8800000,1629
US1.IBM,1,20200715,155500,122.9000000,122.9200000,122.8400000,122.8800000,1800
US1.IBM,1,20200715,155600,122.8500000,122.9000000,122.8100000,122.9000000,2600
US1.IBM,1,20200715,155700,122.8800000,123.0400000,122.8800000,123.0000000,1526
US1.IBM,1,20200715,155800,122.9000000,123.0300000,122.8800000,123.0100000,2800
US1.IBM,1,20200715,155900,123.0100000,123.0100000,122.8600000,122.9400000,2900
US1.IBM,1,20200715,160000,122.9200000,123.0500000,122.9200000,123.0100000,4500
